IDNOREMP;IDTIPODOC;NUMDOC;DV;INSCRIP  MATRIC / RENOVACIÓN ;CAMARA;INSCRIPCIÓN /MATRICULA;CIIU;NOVEDAD;RAZSOC;NOMCOM;SIGLA;DIRECCION;IDDEPTO;IDMCIPIO;TEL;EXT;EMAIL;WEB;DIRECCION NOT;IDDEPTO  NOT;IDMCIPIO NOT;TEL NOT;EXT NOT;EMAIL NOT;WEB NOT;ORGJUR;NOMREP;CSEDE;prioridad;orgjucual;fechaconst;fechahasta;capsocin;capsocinpu;capsocinpr;capsocie;capsociepu;capsociepr;estadoact;otro;estagrop;estminero;estind;estservpub;estconst;estcom;estreshot;esttrans;estcomunic;estfinanc;estservcom;uniaux;fechadili;responde;carresponde;teler;faxr;emailres;;aa;aanotifica;estser;otrose;actie;actic;lgg;estcart;correlativa;envcorr;vericorr;fec_correo;activa;fechadist
670270;1;800189760;;;;;4731;99;LA GLORIETA LIMITADA;LA GLORIETA LTDA;NO EXISTE;CL 15 # 39-61;76;892;6644251;;LAGLORIETA@SAMECO.ORG;NO EXISTE;;76;892;6644251;;LAGLORIETA@SAMECO.ORG;NO EXISTE;;ALICE J. BLUM GARRIDO;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230618;1;830079954;;;;;4731;99;EMPRESA ADMINISTRADORA DE SERVICIOS S.A.;EMPRESA ADMINISTRADORA DE SERVICIOS S.A.;EAS S.A;AVCL 132 NO. 109A 65;11;1;5371766;;EASESTACIONES@GMAIL.COM;NO EXISTE;;11;1;5371766;;EASESTACIONES@GMAIL.COM;NO EXISTE;;YORMARY ARIAS REYES;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
902306;1;811046191;;;;;4731;99;ULTRAGAS S.A.S.;ULTRAGAS;NO EXISTE;CL 26 D #  28 S 80;5;266;4443383;;ULTRA.GAS@GMAIL.COM;NO EXISTE;;5;266;4443383;;ULTRA.GAS@GMAIL.COM;NO EXISTE;;CARLOS ALBERTO MEJÍA URIBE;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
900135;2;811015841;;;;;4731;99;LOS MARTILLOS SAS;ESTACION DE SERVICIO MOBIL LOS ALMENDROS;NO EXISTE;AV 33   # 75C  - 145;5;1;2501023;;EALMENDROS@UNE.NET.CO;NO EXISTE;;5;1;2501023;;EALMENDROS@UNE.NET.CO;NO EXISTE;;JUAN ESTEBAN PÉREZ BARRENECHE;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238830;1;11337955;;;;;4731;99;JAIME GILBERTO ALVARADO GOMEZ;MOBIL EL NOGAL;NO EXISTE;KR 36 # 8- 20;25;899;918521208;;MOBILNOGAL@HOTMAIL.COM;NO EXISTE;;25;899;918521208;;MOBILNOGAL@HOTMAIL.COM;NO EXISTE;;JAIME GILBERTO ALVARADO GOMEZ;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
902303;1;811041739;;;;;4731;99;INVERSIONES ALTOVERO S.A;INVERSIONES ALTOVERO S.A.;NO EXISTE;CALLE 71 # 65-100;5;1;2573674;;ALTOVEROSA@GMAIL.COM;NO EXISTE;;5;1;2573674;;ALTOVEROSA@GMAIL.COM;NO EXISTE;;ALVARO RDRIGUEZ JARAMILLO;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230579;1;19140834;;;;;4731;99;FRANCO GONZALEZ JAIME;PRODAIN ESTACIÓN VILLA JAVIER;NO EXISTE;CRA 7 NO. 8-13 SUR;11;1;2463530;;JFRANCOG2010@HOTMAIL.COM;NO EXISTE;;11;1;2463530;;JFRANCOG2010@HOTMAIL.COM;NO EXISTE;;JAIME FRANCO GONZALEZ;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1118;1;900309367;;;;;4731;9;SANTA MARIA DEL MAR S A S;EDS SANTA MARIA DEL MAR;;CALLE 1 N° 10-50;8;573;3773366;;ALEX.SANTAMARIADELMAR@GMAILL.COM;NO;;8;573;3773366;;ALEX.SANTAMARIADELMAR@GMAILL.COM;NO;;MAURICIO ARRIETA CASTANEDA;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
233325;1;900127676;;;;;4731;99;ESTACIONES DE SERVICIO ALVARADO RICO  Y CIA S EN C.;ESTACION DE SERVICIO CUSIANA;;CL.15 # 01-00 ESTE FRENTE AL TERMINAL DE TRANSPORTE;50;1;6655531;;GERARDO.ALVARADO@MILENIUMGAS.COM;NO EXISTE;;50;1;6655531;;GERARDO.ALVARADO@MILENIUMGAS.COM;NO EXISTE;;GERARDO ANTONIO ALVARADO PARRA;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
902517;1;900143768;;;;;4731;99;ESTACION DE SERVICIO REGIONAL SA;ESTACION DE SERVICIO REGIONAL SA;;KR 48 20- 115;5;1;2626411;;ANGELAPEREZ@GRUPOESTACIONES.COM;WWW.GRUPOESTACIONES.COM;;5;1;2626411;;ANGELAPEREZ@GRUPOESTACIONES.COM;WWW.GRUPOESTACIONES.COM;;AURELIO MORA MONTOYA;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
902521;1;900072683;;;;;4731;99;GASES Y COMBUSTIBLES LOS MANGOS S.A;GASES Y COMBUSTIBLES LOS MANGOS S.A;;KR 64 C # 72- 107;5;1;4378824;;ESSOLOSMANGOS@GRUPOESTACIONES.COM;WWW.GRUPOESTACIONES.COM;;5;1;4378824;;ESSOLOSMANGOS@GRUPOESTACIONES.COM;WWW.GRUPOESTACIONES.COM;;JUAN GONZALO VELEZ ANGEL;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239996;1;832007472;;;;;4731;99;HORZON SAS;HORZON SAS;;KM 2 VIA NEMOCON ZIPAQUIRA;25;486;8512660;;HORZON_EU@YAHOO.COM;NO EXISTE;;25;486;8512660;;HORZON_EU@YAHOO.COM;NO EXISTE;;LUIS HONORIO GARZON PINZON;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
236296;1;3264700;;;;;4731;99;MALAGON PINZON VICTOR MANUEL;MALAGON PINZON VICTOR MANUEL;NO EXISTE;KM 24 VIA CHIA - CAJICA - SECTOR TRES ESQUINAS;25;175;8620960;;TEXACOMARGARITAS@HOTMAIL.COM;NO  EXISTE;;25;175;8620960;;TEXACOMARGARITAS@HOTMAIL.COM;NO  EXISTE;;VICTOR MANUEL MALAGON PINZON;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
781386;2;86059446;;;;;4731;99;ALVARADO CUBILLOS GERARDO JAVIER;ESTACION DE SERVICIO JARDIN;;KR 4C # 100 - 41;73;1;2685458;;SANDRA.ARISTIZABAL@INVERCONSAS.COM;NO EXISTE;;73;1;2685458;;SANDRA.ARISTIZABAL@INVERCONSAS.COM;NO EXISTE;;GERARDO JAVIER ALVARADO CUBILLOS;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
671334;1;805011433;;;;;4731;99;INCOMSA S.A.S;INCOMSA S.A.S;NO EXISTE;CR  15  NO. 11-15·;76;1;8852676;;INCOMSA.CONTAB@YAHOO.COM.CO;NO EXISTE;;76;1;8852676;;INCOMSA.CONTAB@YAHOO.COM.CO;NO EXISTE;;DIOMELINA SALCEDO YUSTI;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21428;1;806001147;;;;;4731;99;DISTRIBUCIONES VICTOR PIÑEROS MARTINEZ S A S;DISTRIBUCIONES VICPIMAR S A S;;ALBORNOZ VIA MAMONAL KM 2 KR 56 # 1-151;13;1;6670050;;GERENCIA@VICPIMAR.COM;NO EXISTE;;13;1;6670050;;GERENCIA@VICPIMAR.COM;NO EXISTE;;VICTOR PIÑEROS MARTINEZ;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240225;1;822000897;;;;;4731;99;DISTRIBUCIONES HERNANDEZ VELASQUEZ LTDA.;DISTRIBUCIONES HERNANDEZ VELASQUEZ LTDA.;HERVELA LTDA;KR 7 NO. 121 - 09;11;1;2131786;;HUMBERTO.HERNANDEZ@DIHEGO.COM.CO;WWW.DIHEGO.COM;;11;1;2131786;;HUMBERTO.HERNANDEZ@DIHEGO.COM.CO;WWW.DIHEGO.COM;;LUIS HUMBERTO HERNANDEZ VELASQUEZ;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1124;1;900337392;;;;;4732;9;LUBRICANTES LAS CAMELIAS S.A.S.;LUBRICANTES LAS CAMELIAS S.A.S;;VIA 42 CORDIALIDAD NO.22-57;8;1;3701081;;LUBRICANTESLASCAMELIASSAS@HOTMAIL.COM;WWW.LUBRICANTESLASCAMELIAS.COM;;8;1;3701081;;LUBRICANTESLASCAMELIASSAS@HOTMAIL.COM;WWW.LUBRICANTESLASCAMELIAS.COM;;ARACELLY GARCIA QUINTERO;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239328;;830093663;;;;;4732;99;QUICK OIL COLOMBIA LTDA;QUICK OIL COLOMBIA LTDA;;KR  68 #170-35;11;1;6729001;;INFO@QUICKOIL.COM;NO EXISTE;;11;1;6729001;;INFO@QUICKOIL.COM;NO EXISTE;;WILLIAM DE JESUS GOMEZ ORDOÑEZ;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2798;1;13007989;;;;;4741;9;PRADO QUISTIAL JESUS ORLANDO;ELECTROIPIALES;;KR 6 # 4-64;52;356;7252925;;ELECTRO_IPIALES@YAHOO.ES;NO EXISTE;;52;356;7252925;;ELECTRO_IPIALES@YAHOO.ES;NO EXISTE;;JESUS O. PRADO Q.;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21848;1;900389196;;;;;4741;9;MEGAPRINTER PC SAS;MEGAPRINTER PC SAS;;KR 43  50-12 LOC 1002-1003-1004;8;1;3402268;;MARITZARAMIREZROJAS70@HOTMAIL.COM;LA EMPRESA NO CUENTA CON PAGINA WEB;;8;1;3402268;;MARITZARAMIREZROJAS70@HOTMAIL.COM;LA EMPRESA NO CUENTA CON PAGINA WEB;;HECTOR BACCA RENGIFO;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
236445;1;830035815;;;;;4741;99;COMPU GREIFF S.A.S;COMPU GREIFF S.A.S.;;CALLE 77 # 15-58 OF 320;11;1;6337600;;GERENCIAADMINISTRATIVA@COMPUGREIFF.COM;WWW.COMPUGREIFF.COM.CO;;11;1;6337600;;GERENCIAADMINISTRATIVA@COMPUGREIFF.COM;WWW.COMPUGREIFF.COM.CO;;RAFAEL ARIAS ARIAS;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
671401;1;805002135;;;;;4742;99;DE LA PAVA Y COMPAÑIA S.A;DE LA PAVA Y COMPAÑIA  S.A;NO EXISTE;KR 6 # 15-45;76;1;8830085;;CONTABILIDAD@DELAPAVA.COM.CO;NO EXISTE;;76;1;8830085;;CONTABILIDAD@DELAPAVA.COM.CO;NO EXISTE;;NANCY DE LA PAVA BUITRAGO;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
670745;1;890312387;;;;;4751;99;ALMACENES GIGANTE COLOMBIA  S.A.S;ALMACENES GIGANTE COLOMBIA  S.A.S;GIGANTE SA;CL 14  7-97;76;1;8831369;;CONTABILIDAD@MMALCA.COM;NO EXISTE;;76;1;8831369;;CONTABILIDAD@MMALCA.COM;NO EXISTE;;DAVID MALCA MARROQUIN;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22584;1;15322870;;;;;4751;9;FRANCO JIMENEZ JOSE PEDRO FRANCISC;FRANCO JIMENEZ JOSE PEDRO FRANCISC;;KR 44  32-59;8;1;3708024;;LISNETEX.24@HOTMAIL.COM;NO POSEE;;8;1;3708024;;LISNETEX.24@HOTMAIL.COM;NO POSEE;;JOSE PEDRO FRANCISCO FRANCO JIMENEZ;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
673172;2;19329914;;;;;4751;99;CHAMORRO ERAZO CARLOS ALBERTO;ALMACEN LEGAL;NO EXISTE;KR 11 # 14-111;52;356;7732686;;ALMALEGAL@HOTMAIL.COM;WWW. ALMACEN LEGAL.COM;;52;356;7732686;;ALMALEGAL@HOTMAIL.COM;WWW. ALMACEN LEGAL.COM;;CARLOS ALBERTO CHAMORRO ERAZO;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
780248;1;900142797;;;;;4751;99;PEREZ HIJOS Y ASOCIADOS S.A;ALMACENES MIL TELAS;;KR 8 # 23-45;66;1;3357406;;MILTELAS-2@HOTMAIL.COM;NO TIENE;;66;1;3357406;;MILTELAS-2@HOTMAIL.COM;NO TIENE;;JESUS ALFONSO PEREZ HOYOS;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
671693;2;6441929;;;;;4752;99;RIVEROS RESTREPO HUGO ALBERTO;FERRETERIA NUEVA;;KR 10 # 8-43;76;895;2206425;;F-NUEVA@HOTMAIL.COM;NO EXISTE;;76;895;2206425;;F-NUEVA@HOTMAIL.COM;NO EXISTE;;HUGO ALBERTO RIVEROS RESTREPO;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1194;1;890406029;;;;;4752;9;LA CASITA ROJA LTDA;LA CASITA ROJA LTDA;;AV CRISANTO LUQUE #42-78;13;1;6620131;;LACASITAROJALTDA@HOTMAIL.COM;;;13;1;6620131;;LACASITAROJALTDA@HOTMAIL.COM;;;FRANCISCO JAVIER RAMIREZ PRENS;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1224;1;900444557;;;;;4752;9;REINHOLD OSTER SAS;FERRETERÍA ALEMANA;;PASACABALLO CLL DEL TAMARINDO NO 2526;13;1;6685393;;ROSTER@FERREAALEMANA.COM;NO TENEMOS;;13;1;6685393;;ROSTER@FERREAALEMANA.COM;NO TENEMOS;;REINHOLD DIETRICH OSTER;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239835;1;830135709;;;;;4752;99;FERRETERIA RHINO S.A.;FERRETERIA RHINO S.A.;NO EXISTE;CR 25 # 15-58/60;11;1;2474900;;GADMINISTRATIVA@RHINO.COM.CO;WWW.FERRERHINO.COM;;11;1;2474900;;GADMINISTRATIVA@RHINO.COM.CO;WWW.FERRERHINO.COM;;BETTY  ABELLO  PINTO;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1837;1;900090715;;;;;4752;9;IMPORTADORA SUPERIOR S A S;IMPORTADORA SUPERIOR SAS;;KR 19A # 14-45;11;1;3515510;;CONTABILIDAD@DISTRIALIANZA.COM;;;11;1;3515510;;CONTABILIDAD@DISTRIALIANZA.COM;;;SANDRA PATRICIA SALAZAR PRIETO;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
581294;1;900193629;;;;;4752;99;UNIVERSO DE ACABADOS SA;UNIVERSO DE ACABADOS SA;;CL 45 # 26-45;68;1;6452049;;CONTABILIDAD@GRIFOS.NET;WWW.GRIFOS.NET;;68;1;6452049;;CONTABILIDAD@GRIFOS.NET;WWW.GRIFOS.NET;;JOSE HUMBERTO CADENA URIBE;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1527;1;830026512;;;;;4752;9;PRODUCTOS ARQUITECTONICOS S.A.;PRODUCTOS ARQUITECTONICOS S.A.;;KR 11 # 84-18;11;1;6556341;;EJ@P-A.COM.CO;WWW.P-A.COM.CO;;11;1;6556341;;EJ@P-A.COM.CO;WWW.P-A.COM.CO;;ESPERANZA GUZMAN DE JIMENEZ;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1725;1;860000867;;;;;4753;9;TEJIDOS LAV S.A;LAV;TEJILAV;KR 5  4SUR - 88;25;126;7561860;;DPARRA@LAV.COM.CO;WWW.TEJIDOSLAV.COM;;25;126;7561860;;DPARRA@LAV.COM.CO;WWW.TEJIDOSLAV.COM;;LUIS FELIPE CALDERON VENEGAS;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
581302;1;900300854;;;;;4754;99;ELECTRODOMESTICOS J.C.  S.A.S.;ELECTRODOMESTICOS J.C.  S.A.S.;;CL 10 # 10 - 24;68;679;7244135;;JCALMACENES@YAHOO.COM.MX;NO EXISTE;;68;679;7244135;;JCALMACENES@YAHOO.COM.MX;NO EXISTE;;JAIRO CASTILLO ORTIZ;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
581145;1;800193983;;;;;4754;99;ALMACEN  J Y  J  LTDA.;ALMACEN  J Y  J LTDA;LTDA;KR 17 # 36-26 CENTRO DE BUCARAMANGA;68;1;6334290;;JJ_LTDA@YAHOO.COM;NO EXISTE;;68;1;6334290;;JJ_LTDA@YAHOO.COM;NO EXISTE;;JOSE ABELARDO VILLABONA VILLAMIZAR;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239760;2;79213647;;;;;4754;9;CUFIÑO VARILA GIOVANNY ALEXANDER;CUFIÑO VARILA GIOVANNY ALEXANDER;;KR 10 7 43;25;899;8512690;;MCQUINCHES@HOTMAIL.COM;NO EXISTE;;25;899;8512690;;MCQUINCHES@HOTMAIL.COM;NO EXISTE;;GIOVANNY ALEXANDER CUFIÑO VARILA;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240068;1;900199864;;;;;4754;99;DONADO DESIGN SAS;DONADO DESIGN SAS;NO EXISTE;CL 116 NO. 16 - 08;11;1;2143800;;GLACAMARGO2@YAHOO.COM.MX;WWW..MARGARITAROSADONADO.COM;;11;1;2143800;;GLACAMARGO2@YAHOO.COM.MX;WWW..MARGARITAROSADONADO.COM;;JAIME CHILD WILLIAMSON;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20329;1;890112945;;;;;4754;99;ELECTRODOMESTICOS DE LA COSTA  LTDA.;ELECTROCOL;;CL 37  44 - 109;8;1;3516170;;ELECTROCOL@HOTMAIL.COM;WWW.ELECTROCOL.COM;;8;1;3516170;;ELECTROCOL@HOTMAIL.COM;WWW.ELECTROCOL.COM;;RAMIRO SERRANO OREJARENA;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
902954;1;811031927;;;;;4754;99;INVERSIONES BUIVEL S.A.;ELECTROASTORIA;NO EXISTE;CL 50  NO 53-21;5;1;4482262;;BUIVEL@UNE.NET.CO;WWW.ELECTROASTORIA.COM;;5;1;4482262;;BUIVEL@UNE.NET.CO;WWW.ELECTROASTORIA.COM;;CLARA MARIA OSSA HOYOS;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2870;1;900418144;;;;;4754;9;MULTINTEGRAL S.A.S;MULTINTEGRAL SAS;;AV 30 AGOSTO 32B 31;66;1;3290010;;CONTABILIDADMULTINTENGRAL@HOTMAIL.COM;WWW.MULTINTEGRAL.CO;;66;1;3290010;;CONTABILIDADMULTINTENGRAL@HOTMAIL.COM;WWW.MULTINTEGRAL.CO;;FABIO ALEXANDER GALLEGO OSPINA;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3238;1;811031313;;;;;4754;9;CASA MAGNA S.A.;CASA MAGNA S.A.;NO TIENE;CRA 42 NO. 75-83 LOCAL 206;5;360;4449315;;MTGONZALEZ@CASA-MAGNA.COM;WWW.CASA-MAGNA.COM;;5;360;4449315;;MTGONZALEZ@CASA-MAGNA.COM;WWW.CASA-MAGNA.COM;;MARIA TERESA GONZALEZ PALACIO;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2436;1;804017632;;;;;4755;9;BOSQUE S.A. C.I.;BOSQUE S.A C.I;;KR 33A # 33-23;68;1;6452698;;BOSQUESA@HOTMAIL.COM;INFO@BOSQUEDECORACION.COM;;68;1;6452698;;BOSQUESA@HOTMAIL.COM;INFO@BOSQUEDECORACION.COM;;PASTOR OLARTE VEGA;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
232374;1;890206354;;;;;4755;99;ORTIZO  S.A;ORTIZO INSTRUMENTOS MUSICALES;ORTIZO S.A.;KR  7  #   57 - 54;11;1;3475266;;CONTABILIDAD@MUSICALESORTIZO.COM;WWW.ORTIZO.COM.CO;;11;1;3475266;;CONTABILIDAD@MUSICALESORTIZO.COM;WWW.ORTIZO.COM.CO;;OMAR ORTIZ MARTINEZ;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238294;1;830046209;;;;;4759;99;DISTRIBUIDORA CENTRAL DE GAS S.A. E.S.P.;CENTRAL DE GAS SA ESP;DICENGAS;DG 48 SUR  # 61 - 23;11;1;2304044;;DICENGAS@GMAIL.COM;NO EXISTE;;11;1;2304044;;DICENGAS@GMAIL.COM;NO EXISTE;;JOHNNY IBARRA ZERPA;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3324;1;900093608;;;;;4759;9;DISTRIBUCIONES MER K SUR SAS;DISTRIBUCIONES MER K SUR SAS;;KR 43A  18S-135 OF 924;5;101;8411999;;AUXCOMERCIAL@MERKSUR.COM;NO EXISTE;;5;101;8411999;;AUXCOMERCIAL@MERKSUR.COM;NO EXISTE;;BENJAMIN ADOLFO CARO URREGO;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238902;1;822007832;;;;;4761;99;INVERSIONES LA GARZA S.A.S;CACHARRERIA Y PAPELERIA LA GARZA;;CL 33 34 69 BARZAL;50;1;6625137;;CONTABILIDAD@LAGARZA.COM.CO;WWW.LAGARZA.COM.CO;;50;1;6625137;;CONTABILIDAD@LAGARZA.COM.CO;WWW.LAGARZA.COM.CO;;ASDRUBAL CASTRO VARGAS;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20509;1;892300138;;;;;4761;99;REPRESENTACIONES CASTRO HERMANOS LTDA;LA DEPARTAMENTAL;;CL 17 7 64;20;1;5743785;;LADEPARTAMENTAL@HOTMAIL.COM;NO EXISTE;;20;1;5743785;;LADEPARTAMENTAL@HOTMAIL.COM;NO EXISTE;;ANGEL MARIA CASTRO;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1358;2;7224059;;;;;4761;9;SANDOVAL APARICIO NELSON HUMBERTO;DISTRIBUCIONES MUNDIAL PAPELERIA Y CACHARRERIA;;CL 11 13 26 LC  101;11;1;3426709;;PAPELERIANELSONDAVID98@HOTMAIL.COM;NO EXISTE;;11;1;3426709;;PAPELERIANELSONDAVID98@HOTMAIL.COM;NO EXISTE;;NEYDA ESPERANZA BAEZ SUAREZ;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
234512;1;800153832;;;;;4762;99;ATHLETIC DE COLOMBIA S.A.S;ATHLETIC DE COLOMBIA SAS;NO EXISTE;AV LA ESPERANZA # 95-12  BD 49;11;1;4224646;;CLAUDIA.MENDOZA@ATHLETIC.COM.CO;WWW.ATHLETIC.COM.CO;;11;1;4224646;;CLAUDIA.MENDOZA@ATHLETIC.COM.CO;WWW.ATHLETIC.COM.CO;;CLAUDIA MENDOZA;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239776;1;830009768;;;;;4769;99;IMAGINA DE COLOMBIA S A S;IMAGINA DE COLOMBIA S A S;;CR 4 NO. 73-71;11;1;7004963;;MDAVILA@IMAGINARIUM.INFO;NO TIENE;;11;1;7004963;;MDAVILA@IMAGINARIUM.INFO;NO TIENE;;MARTHA CECILIA DAVILA BARRIOS;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1162;1;900565886;;;;;4771;9;HAMZA JEBARA S.A.S.;ALMACEN TIERRA SANTA;;CL 35 41-73 P 2;8;1;3405441;;TIERRASANTAALADINO@HOTMAIL.COM;WWW.TIERRASANTA.COM.CO;;8;1;3405441;;TIERRASANTAALADINO@HOTMAIL.COM;WWW.TIERRASANTA.COM.CO;;SAMIR JEBARA LLACH;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1243;1;900442691;;;;;4771;9;INVERSIONES BARATILLO TIERRA SANTA SAS;INVERSIONES BARATILLO TIERRA SANTA SAS;;CL 10A  10-77;44;430;7266595;;OCEBAS@HOTMAIL.COM;NO HAY PAGINA WEB;;44;430;7266595;;OCEBAS@HOTMAIL.COM;NO HAY PAGINA WEB;;FAOUZI IBRAHIM YIBARA;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
580350;1;13839563;;;;;4771;99;VANEGAS SOTO LUIS ALEJANDRO;URBAN PLACE;NO EXISTE;CL 34  #. 25-44;68;1;6458974;;URBANPLACE@HOTMAIL.COM;WWW.EMO.COM.CO;;68;1;6458974;;URBANPLACE@HOTMAIL.COM;WWW.EMO.COM.CO;;LUIS ALEJANDRO VANEGAS SOTO;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2866;1;900272162;;;;;4771;9;INVERSIONES Y COMERCIALIZADORA DEL CAFE SAS;DISTRIBUIDORA EL PALACIO DE LA MODA;INCOCAFE;CALLE 19 N 16-40;63;1;7441010;;DANNYYVALERYSAS9@OUTLOOK.COM;NO TIENE;;63;1;7441010;;DANNYYVALERYSAS9@OUTLOOK.COM;NO TIENE;;NELSON ALONSO SALAZAR ZULUAGA;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2512;1;900549481;;;;;4771;9;DG INVERSIONES SAS;STAZIONE DI MARCO;;CEC CACIQUE LC 218;68;1;6432704;;DIMARCO1@INTERCABLE.NET.CO;STAZIONE DI MARCO.COM;;68;1;6432704;;DIMARCO1@INTERCABLE.NET.CO;STAZIONE DI MARCO.COM;;VICTOR RAUL DI MARCO MORALES;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240574;1;900270882;;;;;4771;9;ITU S.A.S;ITU S.A.S;;KR 18 # 123- 42;11;1;6209133;;NIDIAPOVEDA@MATTELSA.COM.CO;;;11;1;6209133;;NIDIAPOVEDA@MATTELSA.COM.CO;;;RODRIGO SALAZAR;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
